"Sample_Name","rail_id","external_id","sra_sample_acc_x","sra_experiment_acc","sra_experiment_title","sra_sample_attributes","sra_experiment_attributes","sra_sample_name","sra_sample_title","sra_sample_bases","sra_sample_spots","sra_run_published","sra_size","sra_run_total_bases","sra_run_total_spots","sra_num_spots","sra_read_info","sra_run_alias","recount_qc_aligned_readspercent_chrm","recount_qc_aligned_readspercent_chrx","recount_qc_aligned_readspercent_chry","recount_qc_bc_auc_all_reads_all_bases","recount_qc_bc_auc_all_reads_annotated_bases","recount_qc_bc_auc_unique_reads_all_bases","recount_qc_bc_auc_unique_reads_annotated_bases","recount_qc_bc_auc_all_percent","recount_qc_bc_auc_unique_percent","recount_qc_bc_frag_count","recount_qc_bc_frag_kallisto_count","recount_qc_bc_frag_kallisto_mean_length","recount_qc_bc_frag_mean_length","recount_qc_bc_frag_mode_length","recount_qc_bc_frag_mode_length_count","recount_qc_exon_fc_all_percent","recount_qc_exon_fc_unique_percent","recount_qc_exon_fc_count_all_total","recount_qc_exon_fc_count_all_assigned","recount_qc_exon_fc_count_unique_total","recount_qc_exon_fc_count_unique_assigned","recount_qc_gene_fc_all_percent","recount_qc_gene_fc_unique_percent","recount_qc_gene_fc_count_all_total","recount_qc_gene_fc_count_all_assigned","recount_qc_gene_fc_count_unique_total","recount_qc_gene_fc_count_unique_assigned","recount_qc_intron_sum","recount_qc_iintron_sum_percent","recount_qc_star_percent_of_chimeric_reads","recount_qc_star_percent_of_reads_mapped_to_multiple_loci","recount_qc_star_percent_of_reads_mapped_to_too_many_loci","recount_qc_star_percent_of_reads_unmapped_other","recount_qc_star_percent_of_reads_unmapped_too_short","recount_qc_star_all_mapped_reads","recount_qc_star_average_input_read_length","recount_qc_star_average_mapped_length","recount_qc_star_deletion_average_length","recount_qc_star_deletion_rate_per_base","recount_qc_star_insertion_average_length","recount_qc_star_mapping_speed_million_of_reads_per_hour","recount_qc_star_mismatch_rate_per_base_percent","recount_qc_star_number_of_chimeric_reads","recount_qc_star_number_of_input_reads","recount_qc_star_number_of_reads_mapped_to_multiple_loci","recount_qc_star_number_of_reads_mapped_to_too_many_loci","recount_qc_star_number_of_reads_unmapped_other","recount_qc_star_number_of_reads_unmapped_too_short","recount_qc_star_number_of_splices_at_ac","recount_qc_star_number_of_splices_gc_ag","recount_qc_star_number_of_splices_gt_ag","recount_qc_star_number_of_splices_non_canonical","recount_qc_star_number_of_splices_total","recount_qc_star_uniquely_mapped_reads_percent","recount_qc_star_uniquely_mapped_reads_number","recount_qc_junction_count","recount_qc_junction_coverage","recount_qc_junction_avg_coverage","recount_qc_star_number_of_input_reads_both","recount_qc_star_all_mapped_reads_both","recount_qc_star_number_of_chimeric_reads_both","recount_qc_star_number_of_reads_mapped_to_multiple_loci_both","recount_qc_star_number_of_reads_mapped_to_too_many_loci_both","recount_qc_star_number_of_reads_unmapped_other_both","recount_qc_star_number_of_reads_unmapped_too_short_both","recount_qc_star_uniquely_mapped_reads_number_both","recount_qc_star_percent_mapped_reads_both","recount_qc_star_percent_chimeric_reads_both","recount_qc_star_percent_reads_mapped_to_multiple_loci_both","recount_qc_star_percent_reads_mapped_to_too_many_loci_both","recount_qc_star_percent_reads_unmapped_other_both","recount_qc_star_percent_reads_unmapped_too_short_both","recount_qc_star_uniquely_mapped_reads_percent_both","recount_seq_qc_avg_len","recount_seq_qc_bases","recount_seq_qc_percenta","recount_seq_qc_percentc","recount_seq_qc_percentg","recount_seq_qc_percentt","recount_seq_qc_percentn","recount_seq_qc_avgq","recount_seq_qc_errq","recount_pred_sample_acc_y","recount_pred_pred_type","BigWigURL","age","cell.type","cx3cr1.genotype","Sex","source_name","treatment","group"
"SRR9139197",3683063,"SRR9139197","SRS4831164","SRX5912277","GSM3823832_ PC_LPS_KO_9F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__KO_Sex__female_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823832","GSM3823832","PC_LPS_KO_9F",2260226678,23303529,"2019_11_28 20_26_07",891913139,2260226678,23303529,23303529,"index_0_count_23303529_average_48_50_stdev_2_43_index_1_count_23303529_average_48_49_stdev_2_42","GSM3823832_r1",0.72,3.19,0.05,1924873729,1917412921,1769123861,1777003621,99.61,100.45,22005457,17635706,202.217,1406.163,79,99807,88.76,96.98,25667792,19531532,25667792,19531532,91.9,93.35,25667792,20222467,25667792,18799058,54219785,2.82,2.25,8.01,0.6,0.12,4.85,22005457,96,95.64,1.28,0,1.28,578.57,0.18,524115,23303529,1866658,139473,27801,1130798,2371,19062,4130546,12859,4164838,86.42,20138799,125903,4118866,32.714597745884,23303529,22005457,524115,1866658,139473,27801,1130798,20138799,94.4,2.2,8,0.6,0.1,4.9,86.4,48.5,1130166077,24.3,24.6,25.7,25.3,0.1,35.4,27.3,"SRS4831164","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_97_sra_base_sums_SRP199678_SRR9139197_ALL_bw","2 months","Peritoneal cells","KO","female","Peritoneal cells","LPS","grp20"
"SRR9139198",3683098,"SRR9139198","SRS4831165","SRX5912278","GSM3823833_ PC_LPS_KO_10M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__KO_Sex__male_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823833","GSM3823833","PC_LPS_KO_10M",1824320344,18811184,"2019_11_28 20_26_07",708433155,1824320344,18811184,18811184,"index_0_count_18811184_average_48_49_stdev_2_43_index_1_count_18811184_average_48_49_stdev_2_43","GSM3823833_r1",0.65,3.46,0.08,1558795360,1548556556,1427154402,1432389477,99.34,100.37,17827151,14461432,196.832,1350.989,69,83002,87.7,96.21,20925598,15634649,20925598,15634649,91.28,92.94,20925598,16272636,20925598,15103797,54802160,3.52,2.14,8.38,0.69,0.16,4.38,17827151,96,95.75,1.25,0,1.25,604.65,0.16,401753,18811184,1576457,128953,30415,824665,1967,16648,3182563,10889,3212067,86.39,16250694,123364,3163489,25.643534580591,18811184,17827151,401753,1576457,128953,30415,824665,16250694,94.8,2.1,8.4,0.7,0.2,4.4,86.4,48.49,912214649,24.5,24.6,25.2,25.7,0.1,35.6,28,"SRS4831165","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_98_sra_base_sums_SRP199678_SRR9139198_ALL_bw","2 months","Peritoneal cells","KO","male","Peritoneal cells","LPS","grp31"
"SRR9139199",3683127,"SRR9139199","SRS4831166","SRX5912279","GSM3823834_ PC_LPS_KO_11M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__KO_Sex__male_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823834","GSM3823834","PC_LPS_KO_11M",2015737674,20767813,"2019_11_28 20_26_07",783123313,2015737674,20767813,20767813,"index_0_count_20767813_average_48_53_stdev_2_36_index_1_count_20767813_average_48_53_stdev_2_35","GSM3823834_r1",0.68,3.45,0.1,1733145930,1721601697,1589991415,1596011368,99.33,100.38,19662928,15696965,206.578,1449.328,69,84811,87.53,95.79,22986528,17210229,22986528,17210229,91.09,92.71,22986528,17910082,22986528,16655800,69703110,4.02,2.21,8.17,0.72,0.18,4.42,19662928,97,95.81,1.23,0,1.22,488.65,0.15,459167,20767813,1696692,149346,37099,918440,2192,19018,3457980,11369,3490559,86.51,17966236,123910,3463105,27.948551367928,20767813,19662928,459167,1696692,149346,37099,918440,17966236,94.7,2.2,8.2,0.7,0.2,4.4,86.5,48.53,1007928475,24.7,24.3,25,25.9,0.1,35.5,27.7,"SRS4831166","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_99_sra_base_sums_SRP199678_SRR9139199_ALL_bw","2 months","Peritoneal cells","KO","male","Peritoneal cells","LPS","grp31"
"SRR9139200",3686425,"SRR9139200","SRS4831167","SRX5912280","GSM3823835_ PC_LPS_KO_12F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__KO_Sex__female_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823835","GSM3823835","PC_LPS_KO_12F",2287291347,23553389,"2019_11_28 20_26_08",911905748,2287291347,23553389,23553389,"index_0_count_23553389_average_48_56_stdev_2_30_index_1_count_23553389_average_48_55_stdev_2_30","GSM3823835_r1",0.96,3.09,0.12,1959785315,1945764075,1794651673,1800290192,99.28,100.31,22190625,17921416,204.585,1449.791,79,95644,85.15,93.36,26063727,18896321,26063727,18896321,88.84,90.22,26063727,19714799,26063727,18260988,124584289,6.36,2.2,8.28,0.65,0.21,4.93,22190625,97,95.86,1.24,0,1.21,750.37,0.2,518893,23553389,1950741,152022,49408,1161334,2272,21492,3757064,14532,3795360,85.93,20239884,135229,3770252,27.880499005391,23553389,22190625,518893,1950741,152022,49408,1161334,20239884,94.2,2.2,8.3,0.6,0.2,4.9,85.9,48.56,1143687285,24.9,24.1,25,25.9,0.1,35.6,28.2,"SRS4831167","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_00_sra_base_sums_SRP199678_SRR9139200_ALL_bw","2 months","Peritoneal cells","KO","female","Peritoneal cells","LPS","grp20"
"SRR9139201",3686457,"SRR9139201","SRS4831168","SRX5912281","GSM3823836_ PC_LPS_KO_13F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__KO_Sex__female_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823836","GSM3823836","PC_LPS_KO_13F",1731418504,17919801,"2019_11_28 20_26_08",670500196,1731418504,17919801,17919801,"index_0_count_17919801_average_48_31_stdev_2_77_index_1_count_17919801_average_48_31_stdev_2_76","GSM3823836_r1",0.96,3.37,0.05,1448141020,1441901390,1327995657,1333531353,99.57,100.42,17010980,14250460,176.488,1159.665,39,95813,87.14,95.52,19935246,14823691,19935246,14823691,90.6,92.08,19935246,15411228,19935246,14290279,60109317,4.15,1.99,8.33,0.61,0.16,4.3,17010980,96,95.41,1.24,0,1.26,602.91,0.15,356129,17919801,1491979,109524,27921,771376,1877,14767,3109906,8316,3134866,86.6,15519001,118331,3044318,25.7271382816,17919801,17010980,356129,1491979,109524,27921,771376,15519001,94.9,2,8.3,0.6,0.2,4.3,86.6,48.31,865743310,24.2,24.7,25.7,25.2,0.1,35.6,27.6,"SRS4831168","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_01_sra_base_sums_SRP199678_SRR9139201_ALL_bw","2 months","Peritoneal cells","KO","female","Peritoneal cells","LPS","grp20"
"SRR9139202",3686490,"SRR9139202","SRS4831169","SRX5912282","GSM3823837_ PC_LPS_KO_14M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Peritoneal cells_cx3cr1 genotype__KO_Sex__male_source_name__Peritoneal cells_treatment__LPS","GEO Accession__GSM3823837","GSM3823837","PC_LPS_KO_14M",2023614465,20905864,"2019_11_28 20_26_08",781376995,2023614465,20905864,20905864,"index_0_count_20905864_average_48_40_stdev_2_62_index_1_count_20905864_average_48_40_stdev_2_61","GSM3823837_r1",0.6,3.46,0.08,1717570271,1707242223,1577395998,1583510250,99.4,100.39,19862284,16443998,186.226,1207.364,69,99952,87.23,95.41,23222615,17325417,23222615,17325417,90.6,92.21,23222615,17994333,23222615,16743353,74245304,4.32,2.03,8.15,0.73,0.2,4.06,19862284,96,95.6,1.21,0,1.22,508.52,0.15,424112,20905864,1703652,152141,41837,849602,2294,19326,3501257,9750,3532627,86.86,18158632,121873,3467556,28.452208446498,20905864,19862284,424112,1703652,152141,41837,849602,18158632,95,2,8.1,0.7,0.2,4.1,86.9,48.4,1011844771,24.5,24.6,25.2,25.5,0.1,35.6,27.6,"SRS4831169","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_02_sra_base_sums_SRP199678_SRR9139202_ALL_bw","2 months","Peritoneal cells","KO","male","Peritoneal cells","LPS","grp31"
"SRR9139085",7348576,"SRR9139085","SRS4831191","SRX5912304","GSM3823720_ 1yr_WT_8F_ Mus musculus_ RNA_Seq","age__1 year_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823720","GSM3823720","1yr_WT_8F",1738931307,17939667,"2019_11_28 20_26_09",643565567,1738931307,17939667,17939667,"index_0_count_17939667_average_48_46_stdev_3_26_index_1_count_17939667_average_48_47_stdev_3_25","GSM3823720_r1",0.61,2.75,0.1,1431821470,1431752723,1374802147,1382579748,100,100.57,17282956,15298119,146.93,913.485,38,134113,82.74,86.43,18692542,14300052,18692542,14300052,82.01,82.73,18692542,14174594,18692542,13689193,186362600,13.02,1.22,4.11,0.47,0.33,2.87,17282956,96,96.04,1.25,0,1.11,489.26,0.12,218845,17939667,736794,83481,58441,514789,1304,12585,2591383,7269,2612541,92.23,16546162,115551,2426757,21.001609678843,17939667,17282956,218845,736794,83481,58441,514789,16546162,96.3,1.2,4.1,0.5,0.3,2.9,92.2,48.46,869443169,25.4,24,24.8,25.7,0.1,35.9,28.4,"SRS4831191","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_85_sra_base_sums_SRP199678_SRR9139085_ALL_bw","1 year","Microglia","WT","female","Microglia","None/naïve","grp1"
"SRR9139087",7348705,"SRR9139087","SRS4831193","SRX5912306","GSM3823722_ 1yr_WT_10M_ Mus musculus_ RNA_Seq","age__1 year_cell type__Microglia_cx3cr1 genotype__WT_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823722","GSM3823722","1yr_WT_10M",1645447889,16949235,"2019_11_28 20_26_09",616017723,1645447889,16949235,16949235,"index_0_count_16949235_average_48_54_stdev_3_16_index_1_count_16949235_average_48_54_stdev_3_15","GSM3823722_r1",0.82,2.53,0.11,1360182116,1363852575,1302524656,1313292108,100.27,100.83,16267872,14246943,152.912,955.567,38,118723,86.63,90.72,17658648,14092995,17658648,14092995,86.22,87.02,17658648,14026375,17658648,13517338,122066290,8.97,1.25,4.33,0.43,0.25,3.34,16267872,97,96.11,1.27,0.01,1.09,677.97,0.12,211619,16949235,733884,73129,41863,566371,1213,11842,2479317,8086,2500458,91.65,15533988,111935,2341503,20.918416938402,16949235,16267872,211619,733884,73129,41863,566371,15533988,96,1.2,4.3,0.4,0.2,3.3,91.7,48.54,822697132,25.3,24,24.8,25.8,0.1,35.8,28,"SRS4831193","scrna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_87_sra_base_sums_SRP199678_SRR9139087_ALL_bw","1 year","Microglia","WT","male","Microglia","None/naïve","grp25"
"SRR9139088",7348769,"SRR9139088","SRS4831194","SRX5912307","GSM3823723_ 1yr_WT_11M_ Mus musculus_ RNA_Seq","age__1 year_cell type__Microglia_cx3cr1 genotype__WT_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823723","GSM3823723","1yr_WT_11M",1619174415,16712616,"2019_11_28 20_26_09",600054782,1619174415,16712616,16712616,"index_0_count_16712616_average_48_44_stdev_3_30_index_1_count_16712616_average_48_44_stdev_3_29","GSM3823723_r1",0.71,2.91,0.08,1319367328,1321108271,1259255924,1268638554,100.13,100.75,16016142,14218453,144.169,871.982,38,129076,84.81,89.16,17498816,13583225,17498816,13583225,84.39,85.27,17498816,13516310,17498816,12990841,135856878,10.3,1.32,4.67,0.44,0.32,3.41,16016142,96,95.91,1.31,0.01,1.1,613.93,0.12,220863,16712616,781078,73414,53071,569989,1216,10594,2387842,6807,2406459,91.16,15235064,110985,2237419,20.159652205253,16712616,16016142,220863,781078,73414,53071,569989,15235064,95.8,1.3,4.7,0.4,0.3,3.4,91.2,48.44,809563230,25.4,23.9,24.7,25.9,0.1,35.9,28.4,"SRS4831194","scrna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_88_sra_base_sums_SRP199678_SRR9139088_ALL_bw","1 year","Microglia","WT","male","Microglia","None/naïve","grp25"
"SRR9139089",7348832,"SRR9139089","SRS4831196","SRX5912308","GSM3823724_ 1yr_Het_1F_ Mus musculus_ RNA_Seq","age__1 year_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823724","GSM3823724","1yr_Het_1F",2044582678,21114493,"2019_11_28 20_26_09",760075447,2044582678,21114493,21114493,"index_0_count_21114493_average_48_42_stdev_3_33_index_1_count_21114493_average_48_42_stdev_3_32","GSM3823724_r1",0.52,2.93,0.16,1647859205,1645555815,1570668537,1579150623,99.86,100.54,20089884,17969828,141.541,866.127,38,165320,80.21,84.44,22061023,16114246,22061023,16114246,79.55,80.37,22061023,15981414,22061023,15337692,239530728,14.54,1.45,4.77,0.5,0.45,3.91,20089884,96,95.82,1.34,0.01,1.12,571.52,0.14,305734,21114493,1006513,105094,94889,824626,1488,12350,2835588,9612,2859038,90.38,19083371,113689,2656353,23.365083693233,21114493,20089884,305734,1006513,105094,94889,824626,19083371,95.1,1.4,4.8,0.5,0.4,3.9,90.4,48.42,1022267334,25.4,23.8,24.7,26,0.1,35.9,28,"SRS4831196","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_89_sra_base_sums_SRP199678_SRR9139089_ALL_bw","1 year","Microglia","Het","female","Microglia","None/naïve","grp4"
"SRR9139090",7349281,"SRR9139090","SRS4831195","SRX5912309","GSM3823725_ 1yr_Het_2M_ Mus musculus_ RNA_Seq","age__1 year_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823725","GSM3823725","1yr_Het_2M",1693967237,17463825,"2019_11_28 20_26_09",634969692,1693967237,17463825,17463825,"index_0_count_17463825_average_48_50_stdev_3_21_index_1_count_17463825_average_48_50_stdev_3_21","GSM3823725_r1",0.65,2.76,0.14,1395189807,1396911509,1336607969,1346249406,100.12,100.72,16771307,14738008,149.235,951.433,38,125331,83.78,87.72,18195421,14051451,18195421,14051451,83.02,83.79,18195421,13924189,18195421,13422099,162655197,11.66,1.3,4.31,0.46,0.31,3.19,16771307,96,96.06,1.27,0,1.11,587.57,0.12,226428,17463825,753152,80920,54632,556966,1325,12158,2607206,6600,2627289,91.72,16018155,114792,2450700,21.349048714196,17463825,16771307,226428,753152,80920,54632,556966,16018155,96,1.3,4.3,0.5,0.3,3.2,91.7,48.5,846977448,25.3,23.9,25,25.7,0.1,35.8,28,"SRS4831195","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_90_sra_base_sums_SRP199678_SRR9139090_ALL_bw","1 year","Microglia","Het","male","Microglia","None/naïve","grp9"
"SRR9139091",7349345,"SRR9139091","SRS4831197","SRX5912310","GSM3823726_ 1yr_Het_4M_ Mus musculus_ RNA_Seq","age__1 year_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823726","GSM3823726","1yr_Het_4M",1765175254,18192458,"2019_11_28 20_26_09",662249668,1765175254,18192458,18192458,"index_0_count_18192458_average_48_51_stdev_3_19_index_1_count_18192458_average_48_52_stdev_3_19","GSM3823726_r1",0.63,2.73,0.13,1458435309,1459473718,1397961788,1407306094,100.07,100.67,17485328,15365872,150.562,953.875,38,128979,83.68,87.56,18970826,14631909,18970826,14631909,82.95,83.73,18970826,14504263,18970826,13991898,173239089,11.88,1.26,4.26,0.48,0.3,3.1,17485328,97,96.09,1.27,0.01,1.11,689.4,0.12,228977,18192458,774111,87742,55120,564268,1386,13044,2680507,6706,2701643,91.86,16711217,117476,2524682,21.4910449794,18192458,17485328,228977,774111,87742,55120,564268,16711217,96.1,1.3,4.3,0.5,0.3,3.1,91.9,48.51,882563284,25.4,24,24.8,25.6,0.1,35.6,27.2,"SRS4831197","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_91_sra_base_sums_SRP199678_SRR9139091_ALL_bw","1 year","Microglia","Het","male","Microglia","None/naïve","grp9"
"SRR9139092",7349408,"SRR9139092","SRS4831198","SRX5912311","GSM3823727_ 1yr_Het_5F_ Mus musculus_ RNA_Seq","age__1 year_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823727","GSM3823727","1yr_Het_5F",1735617384,17900099,"2019_11_28 20_26_09",654924374,1735617384,17900099,17900099,"index_0_count_17900099_average_48_48_stdev_3_24_index_1_count_17900099_average_48_48_stdev_3_23","GSM3823727_r1",0.54,2.74,0.1,1429654737,1424702196,1374888354,1377891949,99.65,100.22,17214493,15328707,146.854,896.632,38,131638,78.99,82.37,18579595,13598222,18579595,13598222,78.05,78.67,18579595,13435233,18579595,12987044,238972503,16.72,1.21,3.94,0.47,0.4,2.96,17214493,96,96.09,1.25,0,1.11,415.74,0.12,216507,17900099,705449,83663,72419,529524,1174,11652,2441743,6411,2460980,92.23,16509044,115921,2291659,19.769144503584,17900099,17214493,216507,705449,83663,72419,529524,16509044,96.2,1.2,3.9,0.5,0.4,3,92.2,48.48,867791839,25.6,23.8,24.7,25.8,0.1,35.6,27.2,"SRS4831198","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_92_sra_base_sums_SRP199678_SRR9139092_ALL_bw","1 year","Microglia","Het","female","Microglia","None/naïve","grp4"
"SRR9139094",7349536,"SRR9139094","SRS4831200","SRX5912313","GSM3823729_ 1yr_Het_7F_ Mus musculus_ RNA_Seq","age__1 year_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823729","GSM3823729","1yr_Het_7F",1568237558,16171291,"2019_11_28 20_26_10",585409245,1568237558,16171291,16171291,"index_0_count_16171291_average_48_49_stdev_3_23_index_1_count_16171291_average_48_49_stdev_3_22","GSM3823729_r1",0.81,2.77,0.12,1289877723,1289303049,1235472623,1242047322,99.96,100.53,15524258,13719148,148.221,931.844,38,117866,82.28,86.16,16841116,12773116,16841116,12773116,81.63,82.3,16841116,12672366,16841116,12200964,168847114,13.09,1.28,4.32,0.48,0.35,3.17,15524258,96,96.04,1.24,0,1.09,398.74,0.12,207638,16171291,699297,77000,56705,513328,1234,11009,2335530,6483,2354256,91.67,14824961,114907,2194875,19.101316716997,16171291,15524258,207638,699297,77000,56705,513328,14824961,96,1.3,4.3,0.5,0.4,3.2,91.7,48.49,784099998,25.3,24,24.8,25.8,0.1,35.8,27.9,"SRS4831200","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_94_sra_base_sums_SRP199678_SRR9139094_ALL_bw","1 year","Microglia","Het","female","Microglia","None/naïve","grp4"
"SRR9139097",7349732,"SRR9139097","SRS4831203","SRX5912316","GSM3823732_ 1yr_Het_11M_ Mus musculus_ RNA_Seq","age__1 year_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823732","GSM3823732","1yr_Het_11M",1974162381,20381975,"2019_11_28 20_26_10",732095037,1974162381,20381975,20381975,"index_0_count_20381975_average_48_43_stdev_3_31_index_1_count_20381975_average_48_43_stdev_3_30","GSM3823732_r1",0.54,2.7,0.11,1613932626,1612326293,1548877841,1556554131,99.9,100.5,19584840,17449200,143.35,882.995,39,157400,80.52,84.16,21233391,15769438,21233391,15769438,79.73,80.43,21233391,15614324,21233391,15071679,245054237,15.18,1.2,4.15,0.49,0.37,3.05,19584840,96,95.99,1.26,0,1.1,495.78,0.12,245339,20381975,846663,99922,75071,622142,1477,13451,2865949,7549,2888426,91.94,18738177,119739,2677056,22.357427404605,20381975,19584840,245339,846663,99922,75071,622142,18738177,96.1,1.2,4.2,0.5,0.4,3.1,91.9,48.43,987043346,25.4,23.9,24.8,25.8,0.1,35.9,28.1,"SRS4831203","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_97_sra_base_sums_SRP199678_SRR9139097_ALL_bw","1 year","Microglia","Het","male","Microglia","None/naïve","grp9"
"SRR9139098",7349795,"SRR9139098","SRS4831204","SRX5912317","GSM3823733_ 1yr_Het_12M_ Mus musculus_ RNA_Seq","age__1 year_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823733","GSM3823733","1yr_Het_12M",1849410747,19063364,"2019_11_28 20_26_10",694053406,1849410747,19063364,19063364,"index_0_count_19063364_average_48_51_stdev_3_20_index_1_count_19063364_average_48_51_stdev_3_20","GSM3823733_r1",0.57,2.74,0.14,1526628644,1525770727,1463504869,1471513097,99.94,100.55,18326174,16188292,148.586,926.313,38,135842,82.07,85.86,19904336,15039977,19904336,15039977,81.34,82.09,19904336,14906019,19904336,14378821,207361687,13.58,1.24,4.25,0.49,0.31,3.07,18326174,97,96.11,1.25,0,1.11,532,0.12,236603,19063364,809423,92988,59669,584533,1391,13405,2759428,7034,2781258,91.89,17516751,119709,2594061,21.669724080896,19063364,18326174,236603,809423,92988,59669,584533,17516751,96.1,1.2,4.2,0.5,0.3,3.1,91.9,48.51,924688367,25.4,23.9,24.9,25.7,0.1,35.8,28,"SRS4831204","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_98_sra_base_sums_SRP199678_SRR9139098_ALL_bw","1 year","Microglia","Het","male","Microglia","None/naïve","grp9"
"SRR9139099",7349859,"SRR9139099","SRS4831205","SRX5912318","GSM3823734_ 1yr_Het_14M_ Mus musculus_ RNA_Seq","age__1 year_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823734","GSM3823734","1yr_Het_14M",1746312029,18020616,"2019_11_28 20_26_10",655277919,1746312029,18020616,18020616,"index_0_count_18020616_average_48_45_stdev_3_28_index_1_count_18020616_average_48_45_stdev_3_28","GSM3823734_r1",0.68,2.91,0.12,1425092951,1421157055,1363719508,1368254221,99.72,100.33,17249405,15424011,144.352,861.125,38,137290,80.25,84.14,18768767,13843407,18768767,13843407,79.72,80.44,18768767,13750742,18768767,13235324,214584780,15.06,1.27,4.42,0.44,0.36,3.47,17249405,96,95.99,1.32,0.01,1.1,473.53,0.12,229391,18020616,796748,80008,65427,625776,1338,11228,2379290,6948,2398804,91.3,16452657,113516,2232490,19.666743014201,18020616,17249405,229391,796748,80008,65427,625776,16452657,95.7,1.3,4.4,0.4,0.4,3.5,91.3,48.45,873124947,25.6,23.8,24.5,25.9,0.1,35.6,27.1,"SRS4831205","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_99_sra_base_sums_SRP199678_SRR9139099_ALL_bw","1 year","Microglia","Het","male","Microglia","None/naïve","grp9"
